t,x,u,z1_hat,z2_hat,z3_hat
8.88500,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.89000,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.89500,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.90000,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.90500,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.91000,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.91500,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.92000,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.92500,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.93000,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.93500,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.94000,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.94500,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.95000,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.95500,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.96000,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.96500,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.97000,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.97500,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.98000,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.98500,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.99000,10.00000,-1.25000,10.00000,-0.00000,2.50000
8.99500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.00000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.00500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.01000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.01500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.02000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.02500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.03000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.03500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.04000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.04500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.05000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.05500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.06000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.06500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.07000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.07500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.08000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.08500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.09000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.09500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.10000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.10500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.11000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.11500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.12000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.12500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.13000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.13500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.14000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.14500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.15000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.15500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.16000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.16500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.17000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.17500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.18000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.18500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.19000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.19500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.20000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.20500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.21000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.21500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.22000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.22500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.23000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.23500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.24000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.24500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.25000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.25500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.26000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.26500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.27000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.27500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.28000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.28500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.29000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.29500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.30000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.30500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.31000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.31500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.32000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.32500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.33000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.33500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.34000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.34500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.35000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.35500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.36000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.36500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.37000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.37500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.38000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.38500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.39000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.39500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.40000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.40500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.41000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.41500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.42000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.42500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.43000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.43500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.44000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.44500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.45000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.45500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.46000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.46500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.47000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.47500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.48000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.48500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.49000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.49500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.50000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.50500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.51000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.51500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.52000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.52500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.53000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.53500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.54000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.54500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.55000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.55500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.56000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.56500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.57000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.57500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.58000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.58500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.59000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.59500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.60000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.60500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.61000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.61500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.62000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.62500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.63000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.63500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.64000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.64500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.65000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.65500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.66000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.66500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.67000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.67500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.68000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.68500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.69000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.69500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.70000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.70500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.71000,10.00000,-1.25000,10.00000,0.00000,2.50000
9.71500,10.00000,-1.25000,10.00000,0.00000,2.50000
9.72000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.72500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.73000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.73500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.74000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.74500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.75000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.75500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.76000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.76500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.77000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.77500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.78000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.78500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.79000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.79500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.80000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.80500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.81000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.81500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.82000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.82500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.83000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.83500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.84000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.84500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.85000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.85500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.86000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.86500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.87000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.87500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.88000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.88500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.89000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.89500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.90000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.90500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.91000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.91500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.92000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.92500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.93000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.93500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.94000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.94500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.95000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.95500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.96000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.96500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.97000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.97500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.98000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.98500,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.99000,10.00000,-1.25000,10.00000,-0.00000,2.50000
9.99500,10.00000,-1.25000,10.00000,-0.00000,2.50000
